Name,Language,Description,URL,Stars,Month
clash,html,Clash for openwrt,https://github.com/frainzy1477/clash,29,5
windows-syscalls,html,Windows System Call Tables (NT/2000/XP/2003/Vista/2008/7/2012/8/10),https://github.com/j00ru/windows-syscalls,29,5
dotnet,html,"This repo is the official home of .NET on GitHub. It's a great starting point to find many .NET OSS projects from Microsoft and the community, including many that are part of the .NET Foundation.",https://github.com/microsoft/dotnet,26,5
flutter-in-action,html,《Flutter实战》电子书,https://github.com/flutterchina/flutter-in-action,282,5
Electron-elf,html,使用electron和live2D开发的类似桌面精灵的应用（A desktop application developed using electron and live2D）,https://github.com/fguby/Electron-elf,47,5
flag-icon-css,html,🎏A collection of all country flags in SVG — plus the CSS for easier integration,https://github.com/lipis/flag-icon-css,33,5
vue-unit-test-with-jest,html,吃透本仓库，变身vue项目单体测试大神,https://github.com/holylovelqq/vue-unit-test-with-jest,32,5
dom_diff,html,学海无涯，心存高远,https://github.com/zhangna0703/dom_diff,26,5
go101,html,An online book focusing on Go syntax/semantics.,https://github.com/go101/go101,203,5
styleguide,html,Style guides for Google-originated open-source projects,https://github.com/google/styleguide,22,5
subspace,html,A simple WireGuard VPN server GUI,https://github.com/subspacecloud/subspace,46,5
uix-kit,html,"A free web kits for fast web design and development, compatible with Bootstrap v4.",https://github.com/xizon/uix-kit,43,5
gl,html,A (very experimental) project to bring WebGL to Svelte,https://github.com/sveltejs/gl,27,5
Blog,html,【前端进阶】优质博文,https://github.com/YvetteLau/Blog,20,5
golang101,html,Go语言101 : 一本侧重于Go语言语法和语义的编程解释和指导书,https://github.com/golang101/golang101,24,5
awesome-modern-cpp,html,A collection of resources on modern C++,https://github.com/rigtorp/awesome-modern-cpp,413,5
human_dynamics,html,"project for paper ""Learning 3D Human Dynamics from Video""",https://github.com/akanazawa/human_dynamics,67,5
csinva.github.io,html,"Source for chandan's website: contains notes, blogs, slides, and research.",https://github.com/csinva/csinva.github.io,46,5
playground,html,,https://github.com/tailwindcss/playground,21,5
fastText,html,Library for fast text representation and classification.,https://github.com/facebookresearch/fastText,16,5
TrackRay,html,溯光 (TrackRay) 3 插件式渗透测试框架（资产扫描|指纹识别|暴力破解|网页爬虫|端口扫描|漏洞扫描|AWVS|NMAP|Metasploit）,https://github.com/iSafeBlue/TrackRay,20,5
deeplearning_ai_books,html,deeplearning.ai（吴恩达老师的深度学习课程笔记及资源）,https://github.com/fengdu78/deeplearning_ai_books,40,5
personal-website,html,Code that'll help you kickstart a personal website that showcases your work as a software developer.,https://github.com/github/personal-website,21,5
prototurk.com,html,Web dilleri ve teknolojileriyle ilgili referanslar JSON formatında ve Türkçe olarak hazırlanmaktadır.,https://github.com/tayfunerbilen/prototurk.com,6,5
chromium_for_spider,html,为漏扫动态爬虫定制的浏览器,https://github.com/myvyang/chromium_for_spider,21,5
